id_carrera,neumatico,vueltas_uso,tiempo_pitstop_s,temp_pista_c,podio
R2026-14115,Medio,-6,5.08,44.9,0
R2026-14116,Lluvia,4,4.9,40.1,0
R2026-14117,Medio,7,5.32,50.0,1
R2026-14118,Medio,10,5.35,17.2,1
R2026-14119,Medio,-4,6.45,22.3,0
R2026-14120,Lluvia,14,5.63,18.2,0
R2026-14121,Blando,15,3.37,15.5,0
R2026-14122,Lluvia,45,5.72,17.4,1
R2026-14123,Medio,42,4.58,19.5,1
R2026-14124,Duro,32,4.54,19.1,1
R2026-14125,Blando,28,5.22,45.6,0
R2026-14126,Duro,37,3.43,16.9,0
R2026-14127,Duro,18,4.29,52.2,0
R2026-14128,Duro,,4.45,53.9,0
R2026-14129,Duro,36,3.58,24.5,0
R2026-14130,Lluvia,3,2.61,46.5,1
R2026-14131,Duro,-8,4.5,24.6,1
R2026-14132,Duro,15,5.22,26.4,0
R2026-14133,Medio,29,5.84,49.1,1
R2026-14134,Blando,26,5.91,,0
R2026-14135,Medio,40,3.68,50.4,1
R2026-14136,Lluvia,44,3.64,40.5,1
R2026-14137,Medio,2,3.8,16.9,1
R2026-14138,Blando,-1,3.91,25.3,0
R2026-14139,Duro,2,5.02,16.7,1
R2026-14140,Medio,10,,35.9,0
R2026-14141,Blando,39,2.13,46.1,1
R2026-14142,Duro,9,4.11,51.1,1
R2026-14143,Duro,43,3.97,NaN,0
R2026-14144,Medio,30,3.63,52.1,0
R2026-14145,Lluvia,27,5.95,,1
R2026-14146,Duro,37,4.58,49.9,1
R2026-14147,Duro,39,3.98,35.8,0
R2026-14148,Blando,9,6.05,22.2,1
R2026-14149,Lluvia,23,4.53,38.6,0
R2026-14150,Lluvia,18,5.14,37.6,0
R2026-14151,Lluvia,25,4.87,22.6,0
R2026-14152,Duro,32,3.16,47.0,1
R2026-14153,Blando,43,2.33,18.4,0
R2026-14154,Medio,26,5.04,21.2,0
R2026-14155,,32,5.23,34.4,1
R2026-14156,Lluvia,35,3.66,25.1,0
R2026-14157,Medio,-4,4.13,21.2,0
R2026-14158,Lluvia,17,5.9,37.9,0
R2026-14159,Lluvia,44,4.56,24.4,0
R2026-14160,Duro,39,6.33,40.5,0
R2026-14161,Duro,2,2.54,35.7,1
R2026-14162,Duro,15,3.83,42.0,0
R2026-14163,Duro,45,2.97,40.8,1
R2026-14164,Lluvia,24,3.36,NaN,0
R2026-14165,Duro,28,2.77,21.6,0
R2026-14166,Blando,22,2.8,22.5,0
R2026-14167,Duro,-5,2.16,46.4,0
R2026-14168,Medio,NaN,5.47,17.2,1
R2026-14169,Blando,39,5.18,37.1,1
R2026-14170,Lluvia,5,NaN,19.3,1
R2026-14171,Blando,7,5.35,20.7,1
R2026-14172,Lluvia,35,2.63,30.4,0
R2026-14173,Medio,40,6.06,35.0,1
R2026-14174,Duro,3,2.84,51.5,0
R2026-14175,Lluvia,12,4.09,NaN,1
R2026-14176,Lluvia,37,3.25,34.7,0
R2026-14177,Blando,NaN,4.88,43.6,1
R2026-14178,Duro,43,6.19,50.5,1
R2026-14179,Duro,35,NaN,23.4,0
R2026-14180,Duro,21,5.04,22.8,0
R2026-14181,Lluvia,31,4.81,19.2,0
R2026-14182,Duro,12,4.62,28.6,0
R2026-14183,Blando,38,5.7,42.2,1
R2026-14184,Medio,42,3.77,37.7,0
R2026-14185,Lluvia,45,5.0,35.9,1
R2026-14186,Lluvia,11,3.05,36.8,1
R2026-14187,Medio,14,4.22,31.1,0
R2026-14188,Lluvia,-12,2.77,15.5,0
R2026-14189,,NaN,6.33,24.3,1
R2026-14190,Medio,29,4.08,24.8,0
R2026-14191,Medio,3,3.97,24.2,0
R2026-14192,Lluvia,9,5.87,31.8,0
R2026-14193,Duro,45,4.39,27.9,0
R2026-14194,Blando,12,2.65,,1
R2026-14195,Duro,33,4.65,21.8,1
R2026-14196,Blando,4,6.33,36.6,0
R2026-14197,Duro,18,5.89,30.9,1
R2026-14198,Blando,1,,44.8,0
R2026-14199,Medio,34,2.74,29.0,0
R2026-14200,Duro,22,3.72,35.9,1
R2026-14201,Duro,17,3.93,20.9,0
R2026-14202,Lluvia,4,6.21,37.2,1
R2026-14203,Blando,30,3.74,35.8,0
R2026-14204,Duro,26,4.04,19.1,0
R2026-14205,Medio,39,4.03,40.3,1
R2026-14206,Medio,22,4.12,17.4,0
R2026-14207,Lluvia,38,5.55,47.1,1
R2026-14208,Lluvia,-4,3.03,22.5,0
R2026-14209,Duro,37,6.47,24.1,1
R2026-14210,Lluvia,13,5.84,35.7,0
R2026-14211,Lluvia,9,5.89,16.8,1
R2026-14212,Lluvia,30,4.87,50.9,1
R2026-14213,Duro,32,4.27,53.1,0
R2026-14214,Blando,23,2.33,48.2,1
R2026-14215,Blando,11,3.22,40.9,0
R2026-14216,Duro,40,5.36,38.1,1
R2026-14217,,44,4.53,33.1,1
R2026-14218,Lluvia,-2,2.2,18.1,1
R2026-14219,Medio,34,3.49,45.1,1
R2026-14220,Lluvia,16,4.01,43.4,1
R2026-14221,Duro,27,4.17,47.1,0
R2026-14222,Blando,4,2.95,25.9,1
R2026-14223,Lluvia,10,6.34,46.0,0
R2026-14224,Medio,14,3.59,33.7,0
R2026-14225,Medio,31,,48.7,0
R2026-14226,Lluvia,30,NaN,17.4,0
R2026-14227,Lluvia,44,2.63,20.7,0
R2026-14228,Duro,31,2.8,22.6,1
R2026-14229,Lluvia,26,6.17,50.6,0
R2026-14230,Medio,7,4.2,35.1,1
R2026-14231,Duro,30,2.62,45.5,1
R2026-14232,Duro,38,3.32,37.3,0
R2026-14233,Medio,16,5.96,39.3,1
R2026-14234,,41,5.19,31.2,0
R2026-14235,Duro,8,3.99,18.5,0
R2026-14236,Medio,22,6.23,44.8,1
R2026-14237,Lluvia,NaN,6.3,16.9,0
R2026-14238,Blando,19,3.96,29.0,0
R2026-14239,Medio,37,6.16,16.8,0
R2026-14240,Lluvia,17,4.31,16.5,0
R2026-14241,Duro,30,6.24,42.9,0
R2026-14242,Lluvia,38,5.56,35.4,0
R2026-14243,Lluvia,3,3.32,33.3,0
R2026-14244,Blando,26,3.53,27.1,1
R2026-14245,Medio,15,,40.2,0
R2026-14246,Blando,8,2.71,29.3,0
R2026-14247,Duro,-14,5.04,41.8,0
R2026-14248,Lluvia,21,3.09,29.9,0
R2026-14249,Medio,8,2.93,46.4,0
R2026-14250,Lluvia,45,5.7,51.1,1
R2026-14251,,9,5.61,49.2,1
R2026-14252,Duro,24,NaN,34.9,1
R2026-14253,Lluvia,25,5.95,15.7,0
R2026-14254,Medio,28,5.89,38.0,0
R2026-14255,Medio,22,5.49,46.1,0
R2026-14256,Lluvia,38,2.34,31.8,0
R2026-14257,Medio,12,4.75,51.0,0
R2026-14258,Duro,8,5.94,36.2,0
R2026-14259,Duro,39,5.31,17.3,1
R2026-14260,Duro,41,6.0,48.7,1
R2026-14261,Medio,3,2.56,NaN,1
R2026-14262,Lluvia,34,2.14,39.1,0
R2026-14263,Duro,3,5.37,15.8,0
R2026-14264,Lluvia,43,6.2,51.7,1
R2026-14265,Duro,45,NaN,20.2,0
R2026-14266,Duro,1,3.79,40.9,0
R2026-14267,Duro,1,3.4,16.9,1
R2026-14268,Lluvia,4,5.88,42.6,0
R2026-14269,Lluvia,2,4.08,22.9,1
R2026-14270,Duro,-10,4.99,30.7,1
R2026-14271,Medio,43,5.89,20.5,1
R2026-14272,Lluvia,,3.65,19.0,1
R2026-14273,Duro,40,4.89,35.0,0
R2026-14274,Medio,37,2.57,45.5,0
R2026-14275,Blando,-8,4.4,NaN,0
R2026-14276,Medio,31,3.75,31.0,0
R2026-14277,Duro,43,5.45,31.8,1
R2026-14278,Blando,33,4.57,43.9,0
R2026-14279,Duro,25,4.34,45.7,1
R2026-14280,Duro,22,3.38,51.0,1
R2026-14281,Lluvia,26,3.47,35.5,1
R2026-14282,Medio,30,6.45,17.3,0
R2026-14283,Duro,45,4.65,35.1,0
R2026-14284,Medio,-5,2.61,28.1,1
R2026-14285,Blando,14,3.9,54.4,0
R2026-14286,Duro,11,3.67,41.5,1
R2026-14287,Medio,16,5.85,15.5,0
R2026-14288,Lluvia,29,5.87,41.7,0
R2026-14289,Lluvia,20,2.29,14.8,1
R2026-14290,Duro,22,5.38,31.6,1
R2026-14291,Blando,-4,3.15,20.2,1
R2026-14292,Duro,38,2.69,38.0,1
R2026-14293,Medio,36,3.36,32.8,0
R2026-14294,Medio,3,6.22,19.4,1
R2026-14295,Duro,25,3.31,,0
R2026-14296,Medio,19,3.58,24.9,0
R2026-14297,Medio,15,5.49,32.8,0
R2026-14298,Medio,5,3.32,19.7,0
R2026-14299,Medio,1,6.12,49.8,1
R2026-14300,Blando,27,3.36,49.8,1
R2026-14301,,5,5.67,42.6,1
R2026-14302,Duro,36,2.89,,0
R2026-14303,Blando,40,6.08,18.8,0
R2026-14304,Blando,9,4.06,50.1,1
R2026-14305,Lluvia,34,2.39,54.6,0
R2026-14306,Lluvia,25,NaN,22.4,1
R2026-14307,Duro,3,2.53,54.7,0
R2026-14308,Lluvia,18,3.54,15.9,0
R2026-14309,Lluvia,42,3.03,30.5,0
R2026-14310,Medio,10,3.93,22.2,0
R2026-14311,Medio,41,3.83,37.6,0
R2026-14312,Lluvia,44,5.21,42.6,0
R2026-14313,Lluvia,25,5.72,20.2,0
R2026-14314,Medio,21,107.23,15.9,0
R2026-14315,Duro,38,4.04,49.3,1
R2026-14316,Duro,12,2.72,38.1,0
R2026-14317,Duro,4,2.31,42.1,0
R2026-14318,Duro,1,3.88,15.9,1
R2026-14319,Blando,35,2.19,18.6,0
R2026-14320,Blando,14,4.19,52.4,1
R2026-14321,Duro,18,3.86,21.4,1
R2026-14322,Medio,6,3.98,14.2,1
R2026-14323,Blando,26,5.15,43.8,1
R2026-14324,Medio,18,3.66,27.1,0
R2026-14325,Medio,28,5.07,26.1,1
R2026-14326,Lluvia,,2.77,16.9,0
R2026-14327,Lluvia,29,4.5,22.4,1
R2026-14328,Medio,7,5.05,29.0,0
R2026-14329,Lluvia,45,6.04,32.4,1
R2026-14330,Blando,16,4.57,20.8,0
R2026-14331,Lluvia,37,2.91,22.1,1
R2026-14332,Lluvia,41,4.12,47.8,1
R2026-14333,Blando,42,2.34,49.9,1
R2026-14334,Medio,7,3.92,21.3,0
R2026-14335,Medio,4,3.4,30.3,0
R2026-14336,Medio,8,4.96,45.9,1
R2026-14337,Medio,31,6.41,29.2,1
R2026-14338,Lluvia,15,6.49,54.2,0
R2026-14339,Lluvia,8,4.16,26.7,0
R2026-14340,Blando,28,4.66,51.6,0
R2026-14341,Blando,11,2.57,50.4,0
R2026-14342,Duro,44,,25.6,0
R2026-14343,Blando,11,4.36,34.0,0
R2026-14344,Blando,NaN,6.22,23.7,1
R2026-14345,Medio,29,4.61,19.9,0
R2026-14346,Blando,44,4.35,49.5,0
R2026-14347,Duro,29,6.43,28.3,1
R2026-14348,Blando,9,4.63,43.8,1
R2026-14349,Lluvia,25,6.35,50.1,1
R2026-14350,Lluvia,16,4.13,36.0,1
R2026-14351,Blando,2,4.65,24.2,0
R2026-14352,Medio,29,5.74,14.5,0
R2026-14353,Duro,25,5.56,54.9,0
R2026-14354,Medio,28,2.67,24.6,1
R2026-14355,Lluvia,35,4.64,34.3,1
R2026-14356,Duro,19,4.83,32.7,1
R2026-14357,Lluvia,12,4.95,26.6,1
R2026-14358,Lluvia,24,2.76,31.8,1
R2026-14359,Lluvia,42,2.24,22.2,0
R2026-14360,Medio,8,5.32,31.9,1
R2026-14361,Lluvia,23,4.28,22.8,1
R2026-14362,Duro,19,6.34,41.9,1
R2026-14363,Lluvia,-8,5.36,21.8,1
R2026-14364,Lluvia,-8,3.48,41.2,1
R2026-14365,Blando,16,3.26,29.8,0
R2026-14366,,-2,5.16,45.0,1
R2026-14367,Duro,NaN,4.83,53.9,1
R2026-14368,Medio,14,2.46,24.0,0
R2026-14369,Blando,18,5.14,43.4,1
R2026-14370,Duro,31,6.33,20.8,0
R2026-14371,Duro,8,5.18,35.9,0
R2026-14372,Medio,40,3.85,15.4,1
R2026-14373,Medio,32,4.62,36.4,0
R2026-14374,Duro,6,2.95,31.0,1
R2026-14375,Lluvia,25,5.63,37.8,1
R2026-14376,Blando,26,3.62,44.9,0
R2026-14377,Medio,13,4.32,49.5,0
R2026-14378,Duro,11,4.75,31.6,0
R2026-14379,Medio,19,4.68,39.4,0
R2026-14380,Blando,28,84.85,37.7,0
R2026-14381,Blando,8,2.35,24.3,0
R2026-14382,Duro,17,4.12,46.3,0
R2026-14383,Lluvia,1,6.41,43.0,1
R2026-14384,Duro,15,6.46,46.9,1
R2026-14385,Duro,42,5.79,51.1,0
R2026-14386,Duro,41,5.17,27.8,1
R2026-14387,Medio,17,NaN,42.5,0
R2026-14388,Medio,21,5.59,46.0,1
R2026-14389,Blando,4,3.86,50.0,0
R2026-14390,Blando,16,2.76,15.1,1
R2026-14391,Medio,18,,14.1,1
R2026-14392,Duro,12,106.49,45.9,1
R2026-14393,Blando,-15,2.16,53.3,1
R2026-14394,Medio,23,6.23,24.1,0
R2026-14395,Lluvia,9,3.7,41.4,0
R2026-14396,Duro,,3.45,20.5,0
R2026-14397,Duro,NaN,3.27,37.4,1
R2026-14398,Blando,23,NaN,35.9,1
R2026-14399,Medio,25,5.27,20.5,0
R2026-14400,Medio,32,2.22,18.1,0
R2026-14401,Medio,25,4.36,34.2,0
R2026-14402,Medio,44,6.19,28.1,1
R2026-14403,Medio,24,4.68,35.3,1
R2026-14404,Lluvia,21,5.94,23.5,0
R2026-14405,Medio,7,6.03,36.8,1
R2026-14406,Lluvia,7,3.15,28.2,0
R2026-14407,Blando,21,3.78,33.5,1
R2026-14408,Duro,31,6.04,40.1,0
R2026-14409,Blando,8,6.31,14.2,0
R2026-14410,Duro,40,3.19,46.0,1
R2026-14411,Duro,5,5.41,25.2,1
R2026-14412,Lluvia,37,4.91,54.9,0
R2026-14413,Lluvia,15,4.94,50.7,0
R2026-14414,Lluvia,-2,4.69,24.1,1
R2026-14415,Duro,21,2.83,18.7,0
R2026-14416,Blando,43,4.58,38.4,1
R2026-14417,Medio,36,2.22,35.5,1
R2026-14418,Medio,33,4.47,50.0,1
R2026-14419,Medio,43,5.55,37.8,0
R2026-14420,Medio,13,5.2,14.6,1
R2026-14421,Blando,23,3.41,33.5,0
R2026-14422,Duro,36,4.96,38.1,1
R2026-14423,Blando,13,112.93,20.1,0
R2026-14424,Duro,37,5.49,21.0,0
R2026-14425,Blando,28,5.97,24.7,1
R2026-14426,Lluvia,27,4.75,22.0,1
R2026-14427,Medio,36,NaN,48.4,0
R2026-14428,Blando,38,2.58,41.2,0
R2026-14429,Blando,36,5.74,51.1,1
R2026-14430,Lluvia,9,2.58,49.5,1
R2026-14431,Blando,16,4.69,34.8,1
R2026-14432,Blando,34,6.15,35.3,1
R2026-14433,Blando,-12,2.17,44.2,0
R2026-14434,Medio,13,3.77,52.1,1
R2026-14435,Medio,35,5.41,52.0,1
R2026-14436,Medio,21,3.81,53.5,1
R2026-14437,Lluvia,22,3.87,21.8,1
R2026-14438,Lluvia,37,2.35,23.3,0
R2026-14439,Blando,9,6.38,46.5,0
R2026-14440,Blando,,2.52,52.6,0
R2026-14441,Blando,40,5.98,15.2,0
R2026-14442,Duro,2,5.74,18.3,0
R2026-14443,Blando,NaN,2.15,18.4,0
R2026-14444,Blando,23,2.7,31.0,1
R2026-14445,Blando,34,4.44,49.6,0
R2026-14446,Lluvia,,2.59,15.1,1
R2026-14447,Duro,24,6.01,36.6,1
R2026-14448,Duro,24,5.04,36.8,0
R2026-14449,Lluvia,4,6.36,43.2,1
R2026-14450,Blando,11,4.72,24.9,1
R2026-14451,Medio,6,5.54,24.9,0
R2026-14452,Blando,6,2.75,42.4,1
R2026-14453,Duro,17,5.3,41.1,1
R2026-14454,Duro,18,6.37,42.9,1
R2026-14455,Medio,26,4.08,23.4,0
R2026-14456,Lluvia,45,3.59,24.6,0
R2026-14457,Medio,30,6.24,35.7,0
R2026-14458,Lluvia,18,5.8,40.7,0
R2026-14459,Blando,,4.87,20.2,0
R2026-14460,Lluvia,44,5.81,23.9,1
R2026-14461,Lluvia,15,4.2,30.6,1
R2026-14462,Lluvia,13,2.12,23.4,0
R2026-14463,Blando,15,5.39,45.0,1
R2026-14464,Lluvia,38,6.1,39.0,0
R2026-14465,Blando,28,6.12,35.7,1
R2026-14466,Medio,41,4.99,54.5,1
R2026-14467,Lluvia,44,2.65,44.3,0
R2026-14468,Duro,19,4.4,40.8,1
R2026-14469,Lluvia,20,4.2,47.5,0
R2026-14470,Medio,2,2.46,40.4,0
R2026-14471,Blando,12,2.43,45.3,0
R2026-14472,Medio,31,5.22,53.4,0
R2026-14473,Blando,NaN,2.34,14.6,0
R2026-14474,Blando,8,4.57,,1
R2026-14475,Lluvia,11,2.17,31.7,0
R2026-14476,Medio,30,2.51,32.0,0
R2026-14477,Blando,NaN,4.4,17.4,1
R2026-14478,Lluvia,3,4.66,19.5,0
R2026-14479,Duro,4,6.0,33.6,0
R2026-14480,Blando,-3,4.21,52.2,1
R2026-14481,Blando,36,2.76,40.7,1
R2026-14482,Lluvia,41,4.66,40.3,1
R2026-14483,Duro,29,5.05,42.3,1
R2026-14484,Lluvia,21,2.32,38.5,1
R2026-14485,Medio,19,5.76,48.0,1
R2026-14486,Medio,9,4.27,33.0,0
R2026-14487,Duro,17,4.66,36.8,0
R2026-14488,Lluvia,34,3.98,32.5,0
R2026-14489,Lluvia,43,3.31,14.6,0
R2026-14490,Lluvia,45,63.1,15.4,1
R2026-14491,Duro,21,5.12,29.3,0
R2026-14492,Blando,38,3.89,,0
R2026-14493,Duro,21,4.71,36.6,1
R2026-14494,Lluvia,19,5.24,29.0,1
R2026-14495,Medio,37,6.35,35.1,1
R2026-14496,Blando,,5.54,33.7,0
R2026-14497,Blando,25,5.83,21.8,0
R2026-14498,Lluvia,31,4.71,45.5,1
R2026-14499,Duro,11,NaN,29.2,0
R2026-14500,,41,4.21,22.5,1
R2026-14501,Medio,4,5.45,40.4,1
R2026-14502,Medio,19,5.45,54.0,1
R2026-14503,Lluvia,3,5.49,45.8,1
R2026-14504,Blando,27,4.0,18.4,1
R2026-14505,Medio,6,3.89,26.0,0
R2026-14506,Lluvia,23,4.34,15.9,1
R2026-14507,Lluvia,35,3.65,27.4,1
R2026-14508,Duro,10,2.69,37.6,1
R2026-14509,Duro,-11,4.06,15.4,1
R2026-14510,Lluvia,20,3.31,41.1,1
R2026-14511,Medio,29,5.85,32.8,1
R2026-14512,Blando,16,5.1,48.3,1
R2026-14513,Blando,28,4.69,34.6,0
R2026-14514,Blando,5,3.3,23.0,1
R2026-14515,Blando,20,5.01,,1
R2026-14516,Blando,14,3.63,23.2,1
R2026-14517,Duro,28,5.25,35.1,1
R2026-14518,Blando,2,2.16,25.2,1
R2026-14519,Duro,37,3.71,15.2,1
R2026-14520,Duro,26,4.57,45.9,1
R2026-14521,Medio,19,4.59,54.0,0
R2026-14522,Medio,11,6.4,46.9,1
R2026-14523,Medio,20,NaN,29.5,1
R2026-14524,Duro,41,5.31,39.9,1
R2026-14525,Duro,16,6.21,21.5,1
R2026-14526,Duro,5,6.12,14.1,1
R2026-14527,Lluvia,34,5.77,34.4,1
R2026-14528,Lluvia,39,3.97,,0
R2026-14529,Medio,43,6.2,21.1,1
R2026-14530,Blando,,2.73,,0
R2026-14531,Duro,44,4.61,30.9,1
R2026-14532,Blando,14,4.84,30.9,1
R2026-14533,Blando,19,5.26,35.4,1
R2026-14534,Medio,-12,4.48,32.0,1
R2026-14535,Medio,5,4.49,,1
R2026-14536,Duro,7,2.3,31.1,1
R2026-14537,Medio,11,2.31,26.7,1
R2026-14538,Lluvia,39,5.32,52.1,0
R2026-14539,Duro,19,4.01,22.1,1
R2026-14540,Medio,6,2.29,53.9,1
R2026-14541,Blando,18,5.34,45.3,1
R2026-14542,Duro,23,2.3,35.6,1
R2026-14543,Medio,24,4.39,20.2,1
R2026-14544,Blando,5,6.25,36.0,0
R2026-14545,Blando,35,5.05,14.2,1
R2026-14546,Duro,3,3.58,35.9,1
R2026-14547,Medio,3,4.25,25.3,0
R2026-14548,Blando,36,6.21,30.4,1
R2026-14549,Medio,45,,17.1,0
R2026-14550,Duro,29,3.4,48.4,1
R2026-14551,Lluvia,24,6.14,16.9,0
R2026-14552,Duro,38,4.56,49.0,1
R2026-14553,,9,,39.1,1
R2026-14554,Lluvia,9,2.86,37.2,1
R2026-14555,Lluvia,14,5.47,,1
R2026-14556,Medio,29,6.05,29.9,1
R2026-14557,Duro,38,4.2,33.4,1
R2026-14558,Duro,43,3.31,23.6,0
R2026-14559,Lluvia,25,4.55,52.7,0
R2026-14560,Blando,44,2.23,25.3,0
R2026-14561,Medio,12,2.74,36.8,1
R2026-14562,Duro,7,3.7,39.6,0
R2026-14563,Lluvia,10,5.87,25.6,0
R2026-14564,Blando,40,4.93,19.3,1
R2026-14565,Duro,5,3.71,44.8,0
R2026-14566,Medio,2,6.33,45.4,0
R2026-14567,Medio,43,2.92,24.7,0
R2026-14568,Lluvia,15,5.86,25.4,1
R2026-14569,Lluvia,21,5.59,26.5,0
R2026-14570,Blando,33,4.29,28.5,1
R2026-14571,Lluvia,42,6.23,21.9,0
R2026-14572,Medio,39,2.21,49.3,0
R2026-14573,Blando,,4.44,21.8,1
R2026-14574,Duro,-5,6.47,45.3,1
R2026-14575,Lluvia,33,5.98,47.0,0
R2026-14576,Medio,22,2.26,35.0,0
R2026-14577,Blando,42,6.43,26.5,1
R2026-14578,Medio,4,4.23,32.5,0
R2026-14579,Lluvia,8,4.33,44.3,0
R2026-14580,Duro,19,5.99,52.2,1
R2026-14581,Blando,NaN,2.92,28.5,1
R2026-14582,Medio,4,3.26,40.0,1
R2026-14583,Blando,41,4.77,30.2,1
R2026-14584,Lluvia,28,4.66,35.8,1
R2026-14585,Blando,41,5.59,46.7,1
R2026-14586,Lluvia,29,5.36,41.8,0
R2026-14587,Duro,8,3.61,53.7,0
R2026-14588,Medio,25,2.14,46.5,1
R2026-14589,Duro,21,3.42,50.1,0
R2026-14590,Blando,45,2.78,37.9,0
R2026-14591,Duro,30,3.37,22.8,1
R2026-14592,Medio,8,5.63,31.4,1
R2026-14593,Blando,1,3.33,50.1,0
R2026-14594,Lluvia,-4,5.6,33.6,1
R2026-14595,Duro,34,2.65,24.6,1
R2026-14596,Lluvia,38,6.35,26.6,0
R2026-14597,Duro,20,3.11,17.0,1
R2026-14598,Lluvia,22,4.66,38.3,0
R2026-14599,Blando,36,4.33,50.9,1
R2026-14600,Lluvia,23,4.04,23.9,0
R2026-14601,Medio,40,5.71,35.1,0
R2026-14602,Duro,14,3.55,29.4,0
R2026-14603,Medio,8,2.8,52.6,0
R2026-14604,Blando,20,4.26,38.4,1
R2026-14605,Medio,20,5.55,42.2,0
R2026-14606,Medio,10,2.37,43.4,0
R2026-14607,Duro,21,4.9,35.8,0
R2026-14608,Lluvia,6,6.02,52.8,1
R2026-14609,Duro,9,,53.3,1
R2026-14610,Duro,29,3.8,53.3,0
R2026-14611,Medio,17,5.67,52.5,0
R2026-14612,Lluvia,32,2.76,41.5,0
R2026-14613,Duro,20,5.08,41.2,0
R2026-14614,Blando,41,NaN,32.1,0
R2026-14615,Duro,43,3.63,38.2,0
R2026-14616,Medio,20,4.7,51.9,1
R2026-14617,Blando,4,3.94,44.2,0
R2026-14618,,13,6.21,19.9,0
R2026-14619,Medio,39,4.42,50.4,1
R2026-14620,Medio,25,2.65,51.4,0
R2026-14621,Medio,4,3.47,19.7,1
R2026-14622,Lluvia,37,,32.0,1
R2026-14623,Medio,33,6.09,,0
R2026-14624,Duro,22,6.23,45.1,1
R2026-14625,Lluvia,12,5.67,22.8,0
R2026-14626,Medio,34,5.5,25.2,0
R2026-14627,Duro,23,5.39,32.4,0
R2026-14628,Lluvia,,6.5,26.5,0
R2026-14629,Duro,-2,5.8,28.2,0
R2026-14630,Duro,32,6.14,37.5,1
R2026-14631,Duro,29,2.44,23.5,1
R2026-14632,Lluvia,12,5.41,23.8,0
R2026-14633,Duro,45,5.56,26.4,0
R2026-14634,Duro,32,6.1,33.9,0
R2026-14635,Lluvia,32,NaN,50.6,1
R2026-14636,Medio,16,4.91,16.5,1
R2026-14637,Blando,6,4.3,24.7,1
R2026-14638,Blando,15,3.89,34.5,0
R2026-14639,Duro,27,5.64,29.4,0
R2026-14640,Lluvia,34,4.75,41.0,0
R2026-14641,Blando,28,4.35,44.4,0
R2026-14642,Medio,23,4.63,43.0,0
R2026-14643,Blando,3,3.0,43.1,0
R2026-14644,Blando,11,6.05,23.9,0
R2026-14645,Lluvia,20,3.05,22.7,0
R2026-14646,Blando,30,2.59,52.5,1
R2026-14647,Blando,8,3.99,18.3,1
R2026-14648,Duro,14,3.2,42.4,0
R2026-14649,Medio,26,3.95,48.4,1
R2026-14650,Duro,33,2.82,14.5,0
R2026-14651,Medio,41,3.3,24.8,1
R2026-14652,Lluvia,38,4.28,46.6,0
R2026-14653,Lluvia,25,6.48,47.1,0
R2026-14654,Lluvia,7,6.1,43.5,0
R2026-14655,Lluvia,18,2.63,48.4,1
R2026-14656,Medio,4,4.42,51.2,1
R2026-14657,Medio,19,5.04,37.2,0
R2026-14658,Medio,NaN,3.09,46.0,0
R2026-14659,Blando,29,3.15,28.5,1
R2026-14660,Lluvia,41,2.17,22.5,0
R2026-14661,Blando,42,,29.1,1
R2026-14662,Blando,42,6.13,27.3,0
R2026-14663,Blando,8,3.98,37.0,0
R2026-14664,Medio,33,4.13,44.3,0
R2026-14665,Lluvia,36,3.1,44.1,0
R2026-14666,Duro,4,6.4,35.6,0
R2026-14667,Blando,44,3.46,54.6,1
R2026-14668,Lluvia,5,3.6,32.0,0
R2026-14669,Lluvia,38,2.37,46.8,1
R2026-14670,Medio,44,3.18,40.7,0
R2026-14671,Lluvia,20,4.91,44.2,1
R2026-14672,Medio,-6,3.22,26.2,1
R2026-14673,Blando,19,4.84,42.4,0
R2026-14674,Blando,18,4.88,48.8,1
R2026-14675,Lluvia,30,3.51,31.6,1
R2026-14676,Blando,10,NaN,40.9,0
R2026-14677,Duro,4,3.52,15.4,1
R2026-14678,Blando,4,3.44,44.4,0
R2026-14679,Lluvia,11,4.48,45.7,1
R2026-14680,Duro,45,,21.3,1
R2026-14681,Lluvia,25,4.37,40.7,1
R2026-14682,Duro,5,3.05,35.0,0
R2026-14683,Medio,36,6.46,24.3,0
R2026-14684,Medio,NaN,2.6,37.6,0
R2026-14685,Lluvia,,4.79,45.9,0
R2026-14686,Duro,14,,15.5,1
R2026-14687,Medio,34,4.24,28.4,1
R2026-14688,Duro,15,4.59,23.1,1
R2026-14689,Blando,34,4.89,53.5,1
R2026-14690,Medio,16,2.83,30.9,1
R2026-14691,Blando,30,2.96,32.9,0
R2026-14692,Lluvia,25,5.52,48.7,0
R2026-14693,Medio,12,5.28,18.5,0
R2026-14694,Medio,13,3.24,26.2,1
R2026-14695,Lluvia,-6,6.2,27.4,1
R2026-14696,Blando,33,6.26,42.9,1
R2026-14697,Medio,31,5.27,22.5,0
R2026-14698,Blando,29,3.15,54.8,1
R2026-14699,Medio,-14,6.4,32.9,1
R2026-14700,Blando,45,6.13,42.6,0
R2026-14701,Medio,32,5.58,14.5,1
R2026-14702,Duro,37,4.65,19.7,1
R2026-14703,Medio,26,,32.3,1
R2026-14704,Blando,18,4.31,14.3,1
R2026-14705,Medio,8,3.68,42.6,0
R2026-14706,Duro,10,6.05,29.5,1
R2026-14707,Medio,1,5.05,35.7,1
R2026-14708,Duro,44,3.43,52.5,0
R2026-14709,Duro,33,3.61,52.1,1
R2026-14710,Blando,2,2.15,44.7,1
